Date,maxt,mint,avgt,pcpn,snow,snwd
2010-11-15,47,37,42.0,0.00,0.0,0
2010-11-16,57,41,49.0,0.94,0.0,0
2010-11-17,54,40,47.0,0.00,0.0,0
2010-11-18,60,41,50.5,0.00,0.0,0
2010-11-19,60,44,52.0,0.00,0.0,0
2010-11-20,70,39,54.5,0.00,0.0,0
2010-11-21,71,47,59.0,0.00,0.0,0
2010-11-22,75,53,64.0,0.00,0.0,0
2010-11-23,68,44,56.0,1.04,0.0,0
2010-11-24,64,39,51.5,0.14,0.0,0
2010-11-25,72,41,56.5,0.45,0.0,0
2010-11-26,41,28,34.5,0.07,T,0
2010-11-27,52,28,40.0,0.00,0.0,0
2010-11-28,54,26,40.0,0.00,0.0,0
2010-11-29,64,38,51.0,0.57,0.0,0
2010-11-30,58,34,46.0,1.67,0.0,0
2010-12-01,43,26,34.5,0.00,0.0,0
2010-12-02,45,24,34.5,0.00,0.0,0
2010-12-03,53,28,40.5,0.00,0.0,0
2010-12-04,59,35,47.0,T,0.0,0
2010-12-05,34,27,30.5,T,T,0
2010-12-06,32,21,26.5,T,T,0
2010-12-07,32,20,26.0,T,T,0
2010-12-08,34,19,26.5,0.00,0.0,0
2010-12-09,44,14,29.0,0.00,0.0,0
2010-12-10,49,31,40.0,0.00,0.0,0
2010-12-11,51,43,47.0,1.18,0.0,0
2010-12-12,43,18,30.5,0.11,2.6,0
2010-12-13,22,11,16.5,T,T,2
2010-12-14,28,8,18.0,0.00,0.0,0
2010-12-15,35,25,30.0,0.14,0.0,0
2010-12-16,54,32,43.0,0.14,0.0,0
2010-12-17,34,30,32.0,0.00,0.0,0
2010-12-18,40,27,33.5,0.00,0.0,0
2010-12-19,42,20,31.0,0.00,0.0,0
2010-12-20,48,21,34.5,0.00,0.0,0
2010-12-21,52,45,48.5,0.03,0.0,0
2010-12-22,48,31,39.5,0.00,0.0,0
2010-12-23,41,28,34.5,0.00,0.0,0
2010-12-24,39,26,32.5,0.09,0.8,0
2010-12-25,32,28,30.0,0.05,1.1,1
2010-12-26,30,25,27.5,T,T,2
2010-12-27,34,19,26.5,0.00,0.0,1
2010-12-28,43,14,28.5,0.00,0.0,0
2010-12-29,44,30,37.0,0.10,0.0,0
2010-12-30,56,42,49.0,0.02,0.0,0
2010-12-31,68,53,60.5,0.01,0.0,0
2011-01-01,60,30,45.0,0.79,0.0,0
2011-01-02,39,21,30.0,0.00,0.0,0
2011-01-03,45,18,31.5,0.00,0.0,0
2011-01-04,54,31,42.5,0.00,0.0,0
2011-01-05,37,29,33.0,0.09,T,0
2011-01-06,48,25,36.5,0.00,0.0,0
2011-01-07,48,31,39.5,T,T,0
2011-01-08,35,16,25.5,0.01,0.1,0
2011-01-09,30,13,21.5,0.00,0.0,0
2011-01-10,31,25,28.0,0.24,2.5,3
2011-01-11,33,25,29.0,T,0.6,2
2011-01-12,27,21,24.0,T,0.4,1
2011-01-13,29,14,21.5,T,0.1,0
2011-01-15,48,24,36.0,0.00,0.0,0
2011-01-16,46,28,37.0,0.00,0.0,0
2011-01-17,48,32,40.0,T,0.0,0
2011-01-18,47,37,42.0,0.37,0.0,0
2011-01-19,37,32,34.5,0.01,T,0
2011-01-20,34,21,27.5,0.08,1.1,0
2011-01-21,26,17,21.5,0.00,0.0,1
2011-01-22,36,17,26.5,0.00,0.0,0
2011-01-23,43,25,34.0,0.00,0.0,0
2011-01-24,50,34,42.0,T,0.0,0
2011-01-25,45,35,40.0,0.53,T,0
2011-01-26,35,28,31.5,0.14,1.1,1
2011-01-27,47,21,34.0,0.00,0.0,1
2011-01-28,50,31,40.5,0.00,0.0,0
2011-01-29,66,29,47.5,0.00,0.0,0
2011-01-30,65,34,49.5,0.00,0.0,0
2011-01-31,55,42,48.5,0.05,0.0,0
2011-02-01,56,38,47.0,0.85,0.0,0
2011-02-02,37,22,29.5,T,T,0
2011-02-03,32,21,26.5,0.00,0.0,0
2011-02-04,40,28,34.0,0.01,T,0
2011-02-05,40,32,36.0,0.04,T,0
2011-02-06,53,26,39.5,0.00,0.0,0
2011-02-07,45,30,37.5,0.35,0.7,0
2011-02-10,32,9,20.5,0.00,0.0,2
2011-02-11,40,7,23.5,0.00,0.0,1
2011-02-12,52,29,40.5,0.00,0.0,0
2011-02-13,65,32,48.5,0.00,0.0,0
2011-02-14,64,39,51.5,0.00,0.0,0
2011-02-15,58,33,45.5,0.00,0.0,0
2011-02-16,69,43,56.0,0.00,0.0,0
2011-02-17,63,44,53.5,0.00,0.0,0
2011-02-18,69,48,58.5,0.06,0.0,0
2011-02-19,53,42,47.5,0.00,0.0,0
2011-02-20,73,46,59.5,T,0.0,0
2011-02-21,68,49,58.5,0.32,0.0,0
2011-02-22,52,33,42.5,0.00,0.0,0
2011-02-23,56,31,43.5,0.00,0.0,0
2011-02-24,68,51,59.5,2.10,0.0,0
2011-02-25,61,37,49.0,T,0.0,0
2011-02-26,62,29,45.5,0.00,0.0,0
2011-02-27,75,58,66.5,0.04,0.0,0
2011-02-28,72,38,55.0,1.63,0.0,0
2011-03-01,59,34,46.5,0.00,0.0,0
2011-03-02,65,31,48.0,0.00,0.0,0
2011-03-03,71,35,53.0,0.00,0.0,0
2011-03-04,68,55,61.5,T,0.0,0
2011-03-05,57,38,47.5,1.29,0.0,0
2011-03-06,38,35,36.5,0.00,0.0,0
2011-03-07,49,37,43.0,0.00,0.0,0
2011-03-08,57,40,48.5,0.20,0.0,0
2011-03-09,66,43,54.5,0.71,0.0,0
2011-03-10,44,38,41.0,0.03,0.0,0
2011-03-11,57,34,45.5,0.00,0.0,0
2011-03-12,74,43,58.5,0.00,0.0,0
2011-03-13,60,47,53.5,0.07,0.0,0
2011-03-14,55,44,49.5,0.24,0.0,0
2011-03-15,55,43,49.0,T,0.0,0
2011-03-16,63,43,53.0,0.00,0.0,0
2011-03-17,78,40,59.0,0.00,0.0,0
2011-03-18,82,55,68.5,0.00,0.0,0
2011-03-19,70,53,61.5,0.00,0.0,0
2011-03-20,82,48,65.0,0.00,0.0,0
2011-03-21,80,57,68.5,0.00,0.0,0
2011-03-22,84,54,69.0,0.00,0.0,0
2011-03-23,72,52,62.0,0.05,0.0,0
2011-03-24,52,36,44.0,0.00,0.0,0
2011-03-25,46,31,38.5,0.10,0.0,0
2011-03-26,52,39,45.5,0.23,0.0,0
2011-03-27,46,35,40.5,0.02,0.0,0
2011-03-28,56,37,46.5,0.14,0.0,0
2011-03-29,62,39,50.5,0.46,0.0,0
2011-03-30,43,39,41.0,1.05,0.0,0
2011-03-31,47,38,42.5,T,0.0,0
2011-04-01,57,39,48.0,0.00,0.0,0
2011-04-02,69,44,56.5,0.00,0.0,0
2011-04-03,82,40,61.0,0.00,0.0,0
2011-04-04,73,44,58.5,1.26,T,0
2011-04-05,58,39,48.5,0.00,0.0,0
2011-04-06,72,37,54.5,0.00,0.0,0
2011-04-07,76,53,64.5,0.00,0.0,0
2011-04-08,84,60,72.0,0.00,0.0,0
2011-04-09,91,65,78.0,0.00,0.0,0
2011-04-10,86,63,74.5,0.00,0.0,0
2011-04-11,79,54,66.5,1.61,0.0,0
2011-04-12,69,49,59.0,0.06,0.0,0
2011-04-13,72,42,57.0,0.00,0.0,0
2011-04-14,76,45,60.5,0.00,0.0,0
2011-04-15,61,54,57.5,1.34,0.0,0
2011-04-16,55,39,47.0,0.03,0.0,0
2011-04-17,72,35,53.5,0.00,0.0,0
2011-04-18,77,52,64.5,0.00,0.0,0
2011-04-19,86,69,77.5,0.00,0.0,0
2011-04-20,75,50,62.5,0.40,0.0,0
2011-04-21,66,47,56.5,0.00,0.0,0
2011-04-22,82,55,68.5,T,0.0,0
2011-04-23,83,68,75.5,0.00,0.0,0
2011-04-24,81,63,72.0,0.14,0.0,0
2011-04-25,83,63,73.0,0.01,0.0,0
2011-04-26,80,58,69.0,0.86,0.0,0
2011-04-27,71,56,63.5,1.80,0.0,0
2011-04-28,69,49,59.0,T,0.0,0
2011-04-29,76,50,63.0,0.00,0.0,0
2011-04-30,79,49,64.0,0.00,0.0,0
2011-05-01,74,62,68.0,0.71,0.0,0
2011-05-02,80,53,66.5,0.37,0.0,0
2011-05-03,58,44,51.0,1.53,0.0,0
2011-05-04,62,41,51.5,0.00,0.0,0
2011-05-05,68,38,53.0,0.00,0.0,0
2011-05-06,72,50,61.0,T,0.0,0
2011-05-07,72,45,58.5,T,0.0,0
2011-05-08,86,58,72.0,0.00,0.0,0
2011-05-09,86,63,74.5,0.00,0.0,0
2011-05-10,89,65,77.0,0.00,0.0,0
2011-05-11,89,65,77.0,0.00,0.0,0
2011-05-12,89,64,76.5,0.03,0.0,0
2011-05-13,73,60,66.5,0.36,0.0,0
2011-05-14,66,54,60.0,0.04,0.0,0
2011-05-15,57,52,54.5,T,0.0,0
2011-05-16,58,49,53.5,0.03,0.0,0
2011-05-17,60,47,53.5,0.00,0.0,0
2011-05-18,65,48,56.5,T,0.0,0
2011-05-19,79,56,67.5,T,0.0,0
2011-05-20,84,58,71.0,0.00,0.0,0
2011-05-21,88,61,74.5,0.08,0.0,0
2011-05-22,85,63,74.0,0.00,0.0,0
2011-05-23,84,63,73.5,0.32,0.0,0
2011-05-24,85,65,75.0,0.30,0.0,0
2011-05-25,87,63,75.0,0.33,0.0,0
2011-05-26,79,60,69.5,0.28,0.0,0
2011-05-27,68,57,62.5,0.00,0.0,0
2011-05-28,86,52,69.0,0.00,0.0,0
2011-05-29,92,67,79.5,0.00,0.0,0
2011-05-30,93,67,80.0,0.00,0.0,0
2011-05-31,94,70,82.0,0.00,0.0,0
2011-06-01,94,70,82.0,0.00,0.0,0
2011-06-02,93,70,81.5,0.00,0.0,0
2011-06-03,94,70,82.0,0.00,0.0,0
2011-06-04,96,69,82.5,0.00,0.0,0
2011-06-05,97,70,83.5,0.03,0.0,0
2011-06-06,93,65,79.0,0.00,0.0,0
2011-06-07,96,69,82.5,0.00,0.0,0
2011-06-08,96,71,83.5,0.00,0.0,0
2011-06-09,95,72,83.5,0.00,0.0,0
2011-06-10,95,69,82.0,0.00,0.0,0
2011-06-11,94,70,82.0,0.00,0.0,0
2011-06-12,89,68,78.5,0.00,0.0,0
2011-06-13,89,67,78.0,0.00,0.0,0
2011-06-14,83,66,74.5,0.04,0.0,0
2011-06-15,86,64,75.0,2.05,T,0
2011-06-16,91,62,76.5,0.00,0.0,0
2011-06-17,85,68,76.5,0.03,0.0,0
2011-06-18,77,69,73.0,0.07,0.0,0
2011-06-19,90,68,79.0,0.54,0.0,0
2011-06-20,93,70,81.5,0.00,0.0,0
2011-06-21,87,68,77.5,0.03,0.0,0
2011-06-22,80,69,74.5,0.09,0.0,0
2011-06-23,89,71,80.0,0.00,0.0,0
2011-06-24,87,67,77.0,0.00,0.0,0
2011-06-25,87,64,75.5,0.05,0.0,0
2011-06-26,76,66,71.0,0.45,0.0,0
2011-06-27,91,66,78.5,0.00,0.0,0
2011-06-28,83,66,74.5,1.66,0.0,0
2011-06-29,88,64,76.0,0.00,0.0,0
2011-06-30,89,62,75.5,0.00,0.0,0
2011-07-01,91,63,77.0,0.00,0.0,0
2011-07-02,93,66,79.5,0.00,0.0,0
2011-07-03,94,71,82.5,0.00,0.0,0
2011-07-04,89,71,80.0,0.00,0.0,0
2011-07-05,92,70,81.0,0.87,0.0,0
2011-07-06,94,70,82.0,T,0.0,0
2011-07-07,90,70,80.0,0.87,0.0,0
2011-07-08,84,71,77.5,0.15,0.0,0
2011-07-09,91,71,81.0,0.00,0.0,0
2011-07-10,96,71,83.5,0.00,0.0,0
2011-07-11,100,77,88.5,0.00,0.0,0
2011-07-12,99,79,89.0,T,0.0,0
2011-07-13,94,74,84.0,0.00,0.0,0
2011-07-14,92,76,84.0,T,0.0,0
2011-07-15,90,74,82.0,0.00,0.0,0
2011-07-16,88,73,80.5,0.00,0.0,0
2011-07-17,90,70,80.0,0.00,0.0,0
2011-07-18,92,71,81.5,0.65,0.0,0
2011-07-19,95,72,83.5,0.00,0.0,0
2011-07-20,97,76,86.5,0.00,0.0,0
2011-07-21,96,74,85.0,0.00,0.0,0
2011-07-22,94,73,83.5,0.00,0.0,0
2011-07-23,93,74,83.5,0.00,0.0,0
2011-07-24,93,75,84.0,0.00,0.0,0
2011-07-25,93,76,84.5,0.00,0.0,0
2011-07-26,96,74,85.0,0.00,0.0,0
2011-07-27,99,73,86.0,0.00,0.0,0
2011-07-28,96,74,85.0,0.00,0.0,0
2011-07-29,92,76,84.0,0.00,0.0,0
2011-07-30,88,75,81.5,0.92,0.0,0
2011-07-31,95,74,84.5,0.00,0.0,0
2011-08-01,95,74,84.5,0.00,0.0,0
2011-08-02,98,68,83.0,0.00,0.0,0
2011-08-03,102,72,87.0,0.00,0.0,0
2011-08-04,95,75,85.0,0.00,0.0,0
2011-08-05,87,73,80.0,0.40,0.0,0
2011-08-06,82,75,78.5,0.17,0.0,0
2011-08-07,95,74,84.5,0.05,0.0,0
2011-08-08,95,74,84.5,T,0.0,0
2011-08-09,92,71,81.5,T,0.0,0
2011-08-10,91,66,78.5,0.00,0.0,0
2011-08-11,89,70,79.5,0.00,0.0,0
2011-08-12,92,67,79.5,0.00,0.0,0
2011-08-13,92,70,81.0,0.01,0.0,0
2011-08-14,86,69,77.5,0.00,0.0,0
2011-08-15,85,64,74.5,0.00,0.0,0
2011-08-16,88,63,75.5,0.00,0.0,0
2011-08-17,91,63,77.0,0.00,0.0,0
2011-08-18,95,67,81.0,0.00,0.0,0
2011-08-19,89,65,77.0,0.00,0.0,0
2011-08-20,94,69,81.5,0.00,0.0,0
2011-08-21,94,71,82.5,1.15,0.0,0
2011-08-22,90,71,80.5,0.00,0.0,0
2011-08-23,92,63,77.5,0.00,0.0,0
2011-08-24,96,70,83.0,0.00,0.0,0
2011-08-25,97,72,84.5,0.00,0.0,0
2011-08-26,93,71,82.0,0.00,0.0,0
2011-08-27,91,67,79.0,0.00,0.0,0
2011-08-28,90,69,79.5,0.00,0.0,0
2011-08-29,90,64,77.0,0.00,0.0,0
2011-08-30,92,62,77.0,0.00,0.0,0
2011-08-31,95,66,80.5,0.00,0.0,0
2011-09-01,98,72,85.0,0.00,0.0,0
2011-09-02,99,70,84.5,0.00,0.0,0
2011-09-03,99,73,86.0,0.14,0.0,0
2011-09-04,82,68,75.0,0.88,0.0,0
2011-09-05,69,57,63.0,2.21,0.0,0
2011-09-06,59,56,57.5,1.18,0.0,0
2011-09-07,70,59,64.5,0.00,0.0,0
2011-09-08,69,54,61.5,0.00,0.0,0
2011-09-09,81,55,68.0,0.00,0.0,0
2011-09-10,83,55,69.0,0.20,0.0,0
2011-09-11,82,59,70.5,0.00,0.0,0
2011-09-12,86,59,72.5,0.00,0.0,0
2011-09-13,89,60,74.5,0.00,0.0,0
2011-09-14,87,60,73.5,0.33,0.0,0
2011-09-15,69,52,60.5,0.04,0.0,0
2011-09-16,72,51,61.5,0.00,0.0,0
2011-09-17,81,59,70.0,0.00,0.0,0
2011-09-18,82,62,72.0,T,0.0,0
2011-09-19,71,63,67.0,0.18,0.0,0
2011-09-20,78,64,71.0,0.17,0.0,0
2011-09-21,82,63,72.5,0.16,0.0,0
2011-09-22,85,60,72.5,0.00,0.0,0
2011-09-23,71,51,61.0,0.40,0.0,0
2011-09-24,76,49,62.5,0.01,0.0,0
2011-09-25,81,59,70.0,T,0.0,0
2011-09-26,76,51,63.5,0.25,0.0,0
2011-09-27,79,48,63.5,0.00,0.0,0
2011-09-28,80,58,69.0,0.04,0.0,0
2011-09-29,84,60,72.0,0.01,0.0,0
2011-09-30,70,50,60.0,0.00,0.0,0
2011-10-01,63,45,54.0,0.00,0.0,0
2011-10-02,67,40,53.5,0.00,0.0,0
2011-10-03,74,41,57.5,0.00,0.0,0
2011-10-04,79,45,62.0,0.00,0.0,0
2011-10-05,82,48,65.0,0.00,0.0,0
2011-10-06,83,51,67.0,0.00,0.0,0
2011-10-07,81,55,68.0,0.00,0.0,0
2011-10-08,80,55,67.5,0.00,0.0,0
2011-10-09,75,51,63.0,0.00,0.0,0
2011-10-10,81,59,70.0,0.00,0.0,0
2011-10-11,68,58,63.0,0.00,0.0,0
2011-10-12,73,56,64.5,0.00,0.0,0
2011-10-13,70,60,65.0,0.11,0.0,0
2011-10-14,76,49,62.5,0.00,0.0,0
2011-10-15,73,48,60.5,0.00,0.0,0
2011-10-16,84,43,63.5,0.00,0.0,0
2011-10-17,80,57,68.5,0.00,0.0,0
2011-10-18,78,46,62.0,0.07,0.0,0
2011-10-19,47,44,45.5,0.18,0.0,0
2011-10-20,58,44,51.0,T,0.0,0
2011-10-21,63,38,50.5,0.00,0.0,0
2011-10-22,68,34,51.0,0.00,0.0,0
2011-10-23,70,39,54.5,0.00,0.0,0
2011-10-24,76,42,59.0,0.00,0.0,0
2011-10-25,78,41,59.5,0.00,0.0,0
2011-10-26,78,53,65.5,0.00,0.0,0
2011-10-27,67,48,57.5,0.09,0.0,0
2011-10-28,48,37,42.5,0.48,0.0,0
2011-10-29,60,30,45.0,0.00,0.0,0
2011-10-30,62,31,46.5,0.00,0.0,0
2011-10-31,67,38,52.5,0.00,0.0,0
2011-11-01,69,34,51.5,0.00,0.0,0
2011-11-02,69,39,54.0,0.00,0.0,0
2011-11-03,57,42,49.5,0.47,0.0,0
2011-11-04,58,42,50.0,0.00,0.0,0
2011-11-05,67,35,51.0,0.00,0.0,0
2011-11-06,66,39,52.5,0.00,0.0,0
2011-11-07,73,44,58.5,0.00,0.0,0
2011-11-08,74,47,60.5,0.00,0.0,0
2011-11-09,66,44,55.0,0.03,0.0,0
2011-11-10,54,29,41.5,0.00,0.0,0
2011-11-11,58,25,41.5,0.00,0.0,0
2011-11-12,62,36,49.0,0.00,0.0,0
2011-11-13,73,56,64.5,0.00,0.0,0
2011-11-14,78,64,71.0,0.00,0.0,0
2011-11-15,71,58,64.5,0.92,0.0,0
2011-11-16,66,42,54.0,0.95,0.0,0
2011-11-17,50,29,39.5,0.00,0.0,0
2011-11-18,56,25,40.5,0.00,0.0,0
2011-11-19,67,41,54.0,0.00,0.0,0
2011-11-20,64,59,61.5,0.72,0.0,0
2011-11-21,65,61,63.0,0.73,0.0,0
2011-11-22,67,52,59.5,0.16,0.0,0
2011-11-23,52,47,49.5,T,0.0,0
2011-11-24,59,36,47.5,0.00,0.0,0
2011-11-25,67,33,50.0,0.00,0.0,0
2011-11-26,73,50,61.5,T,0.0,0
2011-11-27,64,41,52.5,1.52,0.0,0
2011-11-28,43,35,39.0,0.61,0.0,0
2011-11-29,40,34,37.0,0.04,0.0,0
2011-11-30,45,28,36.5,T,0.0,0
2011-12-01,53,25,39.0,0.00,0.0,0
2011-12-02,59,27,43.0,0.00,0.0,0
2011-12-03,65,37,51.0,0.00,0.0,0
2011-12-04,67,53,60.0,T,0.0,0
2011-12-05,62,42,52.0,1.30,0.0,0
2011-12-06,44,40,42.0,0.34,0.0,0
2011-12-07,42,30,36.0,0.12,T,0
2011-12-08,45,25,35.0,0.00,0.0,0
2011-12-09,49,23,36.0,0.00,0.0,0
2011-12-10,42,26,34.0,0.00,0.0,0
2011-12-11,48,19,33.5,0.00,0.0,0
2011-12-12,45,24,34.5,T,0.0,0
2011-12-13,51,44,47.5,T,0.0,0
2011-12-14,71,40,55.5,0.00,0.0,0
2011-12-15,65,46,55.5,0.08,0.0,0
2011-12-16,46,35,40.5,0.39,0.0,0
2011-12-17,47,30,38.5,0.00,0.0,0
2011-12-18,55,25,40.0,0.00,0.0,0
2011-12-19,57,35,46.0,0.00,0.0,0
2011-12-20,62,39,50.5,0.19,0.0,0
2011-12-21,62,44,53.0,0.15,0.0,0
2011-12-22,47,43,45.0,0.72,0.0,0
2011-12-23,44,40,42.0,T,0.0,0
2011-12-24,50,35,42.5,0.00,0.0,0
2011-12-25,58,35,46.5,0.00,0.0,0
2011-12-26,45,31,38.0,0.50,0.0,0
2011-12-27,46,39,42.5,0.46,0.0,0
2011-12-28,48,28,38.0,0.00,0.0,0
2011-12-29,55,28,41.5,0.00,0.0,0
2011-12-30,59,45,52.0,0.00,0.0,0
2011-12-31,60,36,48.0,0.00,0.0,0
2012-01-01,61,38,49.5,0.00,0.0,0
2012-01-02,38,22,30.0,T,T,0
2012-01-03,35,20,27.5,0.00,0.0,0
2012-01-04,54,20,37.0,0.00,0.0,0
2012-01-05,57,28,42.5,0.00,0.0,0
2012-01-06,67,32,49.5,T,0.0,0
2012-01-07,62,43,52.5,0.01,0.0,0
2012-01-08,51,36,43.5,0.00,0.0,0
2012-01-09,55,43,49.0,0.27,0.0,0
2012-01-10,52,40,46.0,0.10,0.0,0
2012-01-11,61,46,53.5,1.81,0.0,0
2012-01-12,47,26,36.5,0.01,0.2,0
2012-01-14,51,20,35.5,0.00,0.0,0
2012-01-15,47,23,35.0,0.00,0.0,0
2012-01-16,59,42,50.5,0.02,0.0,0
2012-01-17,63,33,48.0,0.63,0.0,0
2012-01-18,37,24,30.5,0.00,0.0,0
2012-01-19,51,24,37.5,0.00,0.0,0
2012-01-20,63,38,50.5,0.01,0.0,0
2012-01-21,66,36,51.0,0.47,0.0,0
2012-01-22,61,36,48.5,0.40,0.0,0
2012-01-23,61,36,48.5,0.69,0.0,0
2012-01-24,57,31,44.0,0.00,0.0,0
2012-01-25,48,34,41.0,0.07,0.0,0
2012-01-26,61,43,52.0,0.64,0.0,0
2012-01-27,50,35,42.5,T,0.0,0
2012-01-28,49,27,38.0,0.00,0.0,0
2012-01-29,55,22,38.5,0.00,0.0,0
2012-01-30,63,32,47.5,0.00,0.0,0
2012-01-31,66,48,57.0,T,0.0,0
2012-02-01,65,52,58.5,0.61,0.0,0
2012-02-02,63,39,51.0,0.00,0.0,0
2012-02-03,63,32,47.5,T,0.0,0
2012-02-04,58,50,54.0,0.48,0.0,0
2012-02-05,56,45,50.5,0.00,0.0,0
2012-02-06,50,34,42.0,0.00,0.0,0
2012-02-07,55,27,41.0,T,0.0,0
2012-02-08,47,36,41.5,0.01,0.0,0
2012-02-09,45,31,38.0,0.00,0.0,0
2012-02-10,39,27,33.0,0.03,T,0
2012-02-11,36,20,28.0,0.01,T,0
2012-02-12,39,18,28.5,0.00,0.0,0
2012-02-13,40,18,29.0,0.06,T,0
2012-02-14,43,36,39.5,0.10,0.0,0
2012-02-15,60,40,50.0,0.19,0.0,0
2012-02-16,60,43,51.5,0.13,0.0,0
2012-02-17,57,36,46.5,0.00,0.0,0
2012-02-18,55,39,47.0,0.00,0.0,0
2012-02-19,48,31,39.5,0.52,0.2,0
2012-02-20,53,24,38.5,0.00,0.0,0
2012-02-21,62,39,50.5,0.01,0.0,0
2012-02-22,58,35,46.5,0.27,0.0,0
2012-02-23,77,45,61.0,0.00,0.0,0
2012-02-24,69,36,52.5,0.00,0.0,0
2012-02-25,51,28,39.5,0.00,0.0,0
2012-02-26,61,25,43.0,0.00,0.0,0
2012-02-27,70,42,56.0,0.00,0.0,0
2012-02-28,71,38,54.5,0.00,0.0,0
2012-02-29,72,59,65.5,0.39,0.0,0
2012-03-01,70,40,55.0,0.00,0.0,0
2012-03-02,81,43,62.0,0.14,T,0
2012-03-03,57,33,45.0,0.00,0.0,0
2012-03-04,53,28,40.5,T,0.0,0
2012-03-05,52,34,43.0,T,0.0,0
2012-03-06,68,31,49.5,0.00,0.0,0
2012-03-07,70,50,60.0,0.00,0.0,0
2012-03-08,63,41,52.0,1.42,0.0,0
2012-03-09,60,37,48.5,0.00,0.0,0
2012-03-10,65,33,49.0,0.00,0.0,0
2012-03-11,70,37,53.5,T,0.0,0
2012-03-12,70,59,64.5,0.02,0.0,0
2012-03-13,81,57,69.0,0.00,0.0,0
2012-03-14,83,54,68.5,0.00,0.0,0
2012-03-15,82,58,70.0,0.72,0.0,0
2012-03-16,73,55,64.0,0.26,0.0,0
2012-03-17,79,54,66.5,0.09,0.0,0
2012-03-18,81,55,68.0,0.00,0.0,0
2012-03-19,82,56,69.0,0.00,0.0,0
2012-03-20,84,60,72.0,0.00,0.0,0
2012-03-21,81,61,71.0,0.00,0.0,0
2012-03-22,73,61,67.0,0.22,0.0,0
2012-03-23,79,57,68.0,0.02,0.0,0
2012-03-24,61,46,53.5,0.22,0.0,0
2012-03-25,74,45,59.5,0.00,0.0,0
2012-03-26,77,50,63.5,0.00,0.0,0
2012-03-27,80,48,64.0,0.00,0.0,0
2012-03-28,85,56,70.5,0.00,0.0,0
2012-03-29,83,61,72.0,0.00,0.0,0
2012-03-30,77,58,67.5,0.00,0.0,0
2012-03-31,82,56,69.0,0.00,0.0,0
2012-04-01,85,53,69.0,0.00,0.0,0
2012-04-02,87,62,74.5,0.00,0.0,0
2012-04-03,86,63,74.5,0.00,0.0,0
2012-04-04,83,60,71.5,0.24,0.0,0
2012-04-05,76,50,63.0,1.12,0.0,0
2012-04-06,66,43,54.5,0.00,0.0,0
2012-04-07,74,41,57.5,0.00,0.0,0
2012-04-08,71,47,59.0,0.00,0.0,0
2012-04-09,74,38,56.0,0.00,0.0,0
2012-04-10,69,44,56.5,0.00,0.0,0
2012-04-11,59,36,47.5,0.00,0.0,0
2012-04-12,64,33,48.5,0.00,0.0,0
2012-04-13,72,36,54.0,0.00,0.0,0
2012-04-14,79,52,65.5,0.00,0.0,0
2012-04-15,79,60,69.5,0.00,0.0,0
2012-04-16,73,59,66.0,0.14,0.0,0
2012-04-17,61,54,57.5,0.18,0.0,0
2012-04-18,73,48,60.5,0.01,0.0,0
2012-04-19,77,45,61.0,0.00,0.0,0
2012-04-20,77,52,64.5,0.16,0.0,0
2012-04-21,54,48,51.0,0.57,0.0,0
2012-04-22,61,42,51.5,0.01,0.0,0
2012-04-23,61,41,51.0,0.00,0.0,0
2012-04-24,69,45,57.0,T,0.0,0
2012-04-25,84,56,70.0,T,0.0,0
2012-04-26,80,62,71.0,0.43,0.0,0
2012-04-27,73,51,62.0,T,0.0,0
2012-04-28,83,55,69.0,0.00,0.0,0
2012-04-29,86,61,73.5,0.00,0.0,0
2012-04-30,86,60,73.0,0.00,0.0,0
2012-05-01,88,66,77.0,0.00,0.0,0
2012-05-02,89,64,76.5,0.00,0.0,0
2012-05-03,76,66,71.0,T,0.0,0
2012-05-04,87,66,76.5,0.00,0.0,0
2012-05-05,88,65,76.5,0.24,0.0,0
2012-05-06,91,64,77.5,0.15,0.0,0
2012-05-07,82,62,72.0,0.00,0.0,0
2012-05-08,79,65,72.0,0.00,0.0,0
2012-05-09,78,55,66.5,T,0.0,0
2012-05-10,75,49,62.0,0.00,0.0,0
2012-05-11,79,47,63.0,0.00,0.0,0
2012-05-12,69,59,64.0,0.80,0.0,0
2012-05-13,68,63,65.5,1.62,0.0,0
2012-05-14,76,60,68.0,0.00,0.0,0
2012-05-15,82,57,69.5,0.00,0.0,0
2012-05-16,85,56,70.5,0.00,0.0,0
2012-05-17,86,56,71.0,0.01,0.0,0
2012-05-18,89,61,75.0,0.00,0.0,0
2012-05-19,87,62,74.5,0.09,0.0,0
2012-05-20,90,59,74.5,0.00,0.0,0
2012-05-21,84,63,73.5,T,0.0,0
2012-05-22,78,58,68.0,0.00,0.0,0
2012-05-23,84,53,68.5,0.00,0.0,0
2012-05-24,91,57,74.0,0.00,0.0,0
2012-05-25,92,65,78.5,0.00,0.0,0
2012-05-26,95,63,79.0,0.00,0.0,0
2012-05-27,95,68,81.5,0.00,0.0,0
2012-05-28,93,71,82.0,0.08,0.0,0
2012-05-29,90,65,77.5,0.69,T,0
2012-05-30,90,61,75.5,0.00,0.0,0
2012-05-31,89,63,76.0,0.33,0.0,0
2012-06-01,68,52,60.0,0.02,0.0,0
2012-06-02,78,48,63.0,0.00,0.0,0
2012-06-03,88,57,72.5,0.02,0.0,0
2012-06-04,86,65,75.5,0.03,0.0,0
2012-06-05,81,62,71.5,0.01,0.0,0
